ProblemName,Seed,T_Default,T_VIA,T_VILCP,T_Achterberg2013,T_VILCP',T_All,N_Default,N_VIA,N_VILCP,N_Achterberg2013,N_VILCP',N_All,T_presolve_VIA,T_presolve_VILCP,Rows_Default,Rows_VIA,Rows_VILCP,Rows_Achterberg2013,Rows_VILCP',Rows_All,Cols_Default,Cols_VIA,Cols_VILCP,Cols_Achterberg2013,Cols_VILCP',Cols_All,Nnz_Default,Nnz_VIA,Nnz_VILCP,Nnz_Achterberg2013,Nnz_VILCP',Nnz_All
chromaticindex512-7,5,2572.09,2603.08,2651.24,2649.27,2651.71,2620.54,1885,1885,1885,1885,1885,1885,0.04,0.44,33791,33791,33791,33791,33791,33791,36864,36864,36864,36864,36864,36864,135156,135156,135156,135156,135156,135156
cmflsp50-24-8-8,1,7200.11,7200.02,7200.02,7200.01,7200.02,7200.04,57479,54877,57328,57593,57231,57503,0.02,0.26,3480,3480,3480,3480,3480,3480,15977,15977,15977,15977,15977,15977,156082,156082,156082,156082,156082,156082
cmflsp50-24-8-8,2,7200.02,7200.01,7200.01,7200.02,7200.02,7200.01,65022,65354,64652,64511,64446,64932,0.02,0.27,3480,3480,3480,3480,3480,3480,15977,15977,15977,15977,15977,15977,156082,156082,156082,156082,156082,156082
cmflsp50-24-8-8,3,7200.03,7200.03,7200.02,7200.02,7200.02,7200.02,56121,54854,55381,54902,54860,54899,0.01,0.17,3480,3480,3480,3480,3480,3480,15977,15977,15977,15977,15977,15977,156082,156082,156082,156082,156082,156082
cmflsp50-24-8-8,4,7200.04,7200.01,7200.01,7200.03,7200.02,7200.03,49125,49260,49280,49601,49642,49456,0.01,0.17,3480,3480,3480,3480,3480,3480,15977,15977,15977,15977,15977,15977,156082,156082,156082,156082,156082,156082
cmflsp50-24-8-8,5,7200.03,7200.03,7200.05,7200.02,7200.02,7200.02,56394,54938,55422,55408,55412,54715,0.01,0.22,3480,3480,3480,3480,3480,3480,15977,15977,15977,15977,15977,15977,156082,156082,156082,156082,156082,156082
co-100,1,7200.01,7200.11,7200.08,7200.11,7200.08,7200.05,32139,32038,39588,33910,34105,38689,0.64,7.16,1748,1748,1748,1748,1748,1748,22840,22840,22840,22840,22840,22840,718918,718918,718918,718918,718918,718918
co-100,2,6409.50,6540.14,7200.11,6478.60,6443.95,6181.11,23098,23098,29056,23098,23098,35865,1.02,8.59,1748,1748,1748,1748,1748,1748,22840,22840,22840,22840,22840,22840,718918,718918,718918,718918,718918,718918
co-100,3,7200.29,7200.17,7200.11,7200.09,7200.11,7200.11,38385,37281,21367,38841,38748,21422,1.43,6.82,1748,1748,1748,1748,1748,1748,22840,22840,22840,22840,22840,22840,718918,718918,718918,718918,718918,718918
co-100,4,7200.11,7200.06,7200.06,7200.17,7200.12,7200.08,36154,35239,38997,35114,33235,38620,1.12,7.68,1748,1748,1748,1748,1748,1748,22840,22840,22840,22840,22840,22840,718918,718918,718918,718918,718918,718918
co-100,5,7200.56,7200.94,7200.05,7200.18,7200.05,7200.04,44010,42909,43323,42041,43492,43854,1.18,9.20,1748,1748,1748,1748,1748,1748,22840,22840,22840,22840,22840,22840,718918,718918,718918,718918,718918,718918
cod105,1,185.96,185.68,186.09,186.14,186.27,185.83,455,455,455,455,455,455,0.11,0.32,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,57344,57344,57344,57344,57344,57344
cod105,2,117.66,119.72,119.97,122.42,121.66,120.36,101,101,101,101,101,101,0.11,0.29,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,57344,57344,57344,57344,57344,57344
cod105,3,163.03,164.17,165.59,167.15,164.81,164.12,431,431,431,431,431,431,0.10,0.30,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,57344,57344,57344,57344,57344,57344
cod105,4,171.32,170.96,173.17,170.65,171.76,174.24,503,503,503,503,503,503,0.10,0.29,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,57344,57344,57344,57344,57344,57344
cod105,5,127.44,129.11,128.76,128.26,129.37,128.20,105,105,105,105,105,105,0.10,0.29,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,57344,57344,57344,57344,57344,57344
comp07-2idx,1,2059.66,5222.56,3888.23,2045.25,2061.64,4829.57,3821,13128,8578,3821,3821,9083,0.41,0.76,17457,17088,17457,17457,17457,17088,17171,17171,17171,17171,17171,17171,82399,81066,82399,82399,82399,81066
comp07-2idx,2,5522.49,4995.79,4414.25,5554.35,5531.70,4959.07,18328,16993,11438,18328,18328,15584,0.15,0.62,17431,17084,17431,17431,17431,17084,17171,17171,17171,17171,17171,17171,82291,81051,82291,82291,82291,81051
comp07-2idx,3,3178.39,2792.30,5526.59,3199.51,3196.08,5506.70,5198,6845,17659,5198,5198,17488,0.13,0.95,17432,17089,17432,17432,17432,17089,17171,17171,17171,17171,17171,17171,82305,81078,82305,82305,82305,81078
comp07-2idx,4,4764.41,3788.17,3715.22,4760.08,4777.70,3546.22,10356,11867,8463,10356,10356,6704,0.19,0.50,17445,17090,17445,17445,17445,17090,17171,17171,17171,17171,17171,17171,82332,81082,82332,82332,82332,81082
comp07-2idx,5,4505.21,5733.90,3436.01,4544.18,4550.14,2520.08,14978,19052,7705,14978,14978,3877,0.54,1.05,17441,17088,17441,17441,17441,17088,17171,17171,17171,17171,17171,17171,82312,81075,82312,82312,82312,81075
comp21-2idx,1,7200.02,7200.01,7200.10,7200.02,7200.13,7200.12,14389,16153,14305,14389,14389,15323,0.13,0.48,10912,10533,10912,10912,10912,10533,10710,10710,10710,10710,10710,10710,53783,52431,53783,53783,53783,52431
comp21-2idx,2,7200.01,7200.01,7200.01,7200.08,7200.03,7200.02,14243,14295,13215,14243,14243,14069,0.15,0.38,10935,10532,10935,10935,10935,10532,10710,10710,10710,10710,10710,10710,53870,52426,53870,53870,53870,52426
comp21-2idx,3,7200.05,7200.01,7200.03,7200.05,7200.04,7200.02,12671,12752,13288,12671,12733,14441,0.15,0.49,10897,10534,10897,10897,10897,10534,10710,10710,10710,10710,10710,10710,53761,52434,53761,53761,53761,52434
comp21-2idx,4,7200.00,7200.01,7200.00,7200.01,7200.02,7200.04,15374,15073,13882,15372,15372,14739,0.12,0.47,10879,10537,10879,10879,10879,10537,10710,10710,10710,10710,10710,10710,53668,52445,53668,53668,53668,52445
comp21-2idx,5,7200.00,7200.02,7202.86,7200.73,7200.01,7200.03,11625,12716,13453,11551,11535,14706,0.10,0.39,10923,10534,10923,10923,10923,10534,10710,10710,10710,10710,10710,10710,53843,52434,53843,53843,53843,52434
cost266-UUE,1,4462.44,4444.67,3252.00,4451.66,4439.56,3311.18,113407,113407,83164,113407,113407,83164,0.00,0.05,1429,1429,1429,1429,1429,1429,4136,4136,4136,4136,4136,4136,12251,12251,12251,12251,12251,12251
cost266-UUE,2,3113.10,3157.74,3870.63,3126.47,3129.24,3862.39,83963,83963,96973,83963,83963,96973,0.00,0.10,1429,1429,1429,1429,1429,1429,4136,4136,4136,4136,4136,4136,12251,12251,12251,12251,12251,12251
cost266-UUE,3,3755.40,3761.40,4333.42,3807.86,3807.91,4293.54,105662,105662,133201,105662,105662,133201,0.00,0.10,1429,1429,1429,1429,1429,1429,4136,4136,4136,4136,4136,4136,12251,12251,12251,12251,12251,12251
cost266-UUE,4,3616.96,3692.88,3920.89,3650.75,3676.74,3911.84,97135,97135,106390,97135,97135,106390,0.00,0.09,1429,1429,1429,1429,1429,1429,4136,4136,4136,4136,4136,4136,12251,12251,12251,12251,12251,12251
cost266-UUE,5,3437.33,3462.73,4430.67,3478.96,3489.48,4444.28,96006,96006,121997,96006,96006,121997,0.00,0.09,1429,1429,1429,1429,1429,1429,4136,4136,4136,4136,4136,4136,12251,12251,12251,12251,12251,12251
cryptanalysiskb128n5obj14,1,3446.10,3542.37,2217.27,4381.55,4385.19,2160.96,1240,1240,620,1468,1468,620,0.32,3.37,56796,56796,56783,56783,56783,56783,24901,24901,24888,24888,24888,24888,203563,203563,203472,203472,203472,203472
cryptanalysiskb128n5obj14,2,4314.35,4315.95,4209.16,3668.46,3705.18,4147.74,1486,1486,1326,1195,1195,1326,0.54,3.37,56799,56799,56783,56783,56783,56783,24901,24901,24885,24885,24885,24885,203589,203589,203477,203477,203477,203477
cryptanalysiskb128n5obj14,3,3262.45,3492.74,2628.08,2357.65,2384.64,2607.37,1018,1018,760,681,681,760,0.50,3.34,56800,56800,56786,56786,56786,56786,24901,24901,24887,24887,24887,24887,203568,203568,203470,203470,203470,203470
cryptanalysiskb128n5obj14,4,3787.50,3789.73,4586.94,3060.69,3043.89,4577.41,1125,1125,1470,898,898,1470,0.52,3.38,56797,56797,56781,56781,56781,56781,24901,24901,24885,24885,24885,24885,203570,203570,203458,203458,203458,203458
cryptanalysiskb128n5obj14,5,2650.61,2699.19,2706.43,4194.17,4200.42,2701.13,785,785,832,1394,1394,832,0.55,4.50,56805,56805,56790,56790,56790,56790,24902,24902,24887,24887,24887,24887,203597,203597,203492,203492,203492,203492
cryptanalysiskb128n5obj16,1,5301.68,5558.83,4640.67,1672.27,1676.18,4504.69,2006,2006,1736,504,504,1736,0.34,3.38,56796,56796,56783,56783,56783,56783,24901,24901,24888,24888,24888,24888,203563,203563,203472,203472,203472,203472
cryptanalysiskb128n5obj16,2,7200.02,7200.01,3676.25,7200.02,7200.02,3650.38,2333,2207,1226,2884,2889,1226,0.50,3.39,56798,56798,56782,56782,56782,56782,24901,24901,24885,24885,24885,24885,203587,203587,203475,203475,203475,203475
cryptanalysiskb128n5obj16,3,4502.65,4576.29,962.65,4886.53,4905.05,956.22,1721,1721,228,1704,1704,228,0.47,3.32,56799,56799,56785,56785,56785,56785,24901,24901,24887,24887,24887,24887,203566,203566,203468,203468,203468,203468
cryptanalysiskb128n5obj16,4,4212.29,4340.78,4082.65,6364.35,6381.44,4095.99,1145,1145,1290,2599,2599,1290,0.60,3.35,56797,56797,56781,56781,56781,56781,24901,24901,24885,24885,24885,24885,203568,203568,203456,203456,203456,203456
cryptanalysiskb128n5obj16,5,3472.53,3506.32,3294.85,4868.83,4849.38,3313.28,1291,1291,1141,1709,1709,1141,0.35,3.33,56806,56806,56791,56791,56791,56791,24902,24902,24887,24887,24887,24887,203600,203600,203495,203495,203495,203495
csched007,1,1284.59,1313.46,1474.52,1295.87,1374.53,1479.49,92873,92873,109030,92873,94477,109030,0.00,0.11,276,276,276,276,276,276,1683,1683,1683,1683,1683,1683,6166,6166,6166,6166,6166,6166
csched007,2,1611.13,1603.95,1306.54,1612.89,1306.49,1317.74,112825,112825,90048,112825,90048,90048,0.00,0.08,276,276,276,276,276,276,1683,1683,1683,1683,1683,1683,6166,6166,6166,6166,6166,6166
csched007,3,1160.31,1146.05,1056.17,1177.40,1252.64,1054.07,76416,76416,67785,76416,80260,67785,0.00,0.07,276,276,276,276,276,276,1683,1683,1683,1683,1683,1683,6166,6166,6166,6166,6166,6166
csched007,4,2011.57,2067.23,1531.11,2030.17,1400.00,1536.95,170475,170475,104858,170475,102002,104858,0.00,0.15,276,276,276,276,276,276,1683,1683,1683,1683,1683,1683,6166,6166,6166,6166,6166,6166
csched007,5,1268.61,1277.31,1548.02,1275.36,1557.64,1538.68,82959,82959,99873,82959,99873,99873,0.00,0.10,276,276,276,276,276,276,1683,1683,1683,1683,1683,1683,6166,6166,6166,6166,6166,6166
csched008,1,526.84,530.45,531.09,526.17,527.88,528.91,28124,28124,28124,28124,28124,28124,0.00,0.03,276,276,276,276,276,276,1503,1503,1503,1503,1503,1503,5487,5487,5487,5487,5487,5487
csched008,2,439.03,443.28,437.32,437.21,437.32,438.03,29455,29455,29455,29455,29455,29455,0.00,0.04,276,276,276,276,276,276,1503,1503,1503,1503,1503,1503,5487,5487,5487,5487,5487,5487
csched008,3,555.00,558.83,556.42,555.98,557.25,559.48,38629,38629,38629,38629,38629,38629,0.00,0.04,276,276,276,276,276,276,1503,1503,1503,1503,1503,1503,5487,5487,5487,5487,5487,5487
csched008,4,329.04,341.81,310.48,331.37,387.71,310.49,20604,20604,24773,20604,28610,24773,0.00,0.05,276,276,276,276,276,276,1503,1503,1503,1503,1503,1503,5487,5487,5487,5487,5487,5487
csched008,5,367.45,370.77,368.41,369.10,367.76,369.76,24987,24987,24987,24987,24987,24987,0.00,0.04,276,276,276,276,276,276,1503,1503,1503,1503,1503,1503,5487,5487,5487,5487,5487,5487
cvs16r128-89,1,7200.00,7200.01,7200.02,7200.00,7200.05,7200.02,46982,46977,37886,46770,46788,37886,0.13,0.35,4633,4633,4633,4633,4633,4633,3472,3472,3472,3472,3472,3472,12528,12528,12528,12528,12528,12528
cvs16r128-89,2,7200.05,7200.29,7200.02,7200.01,7200.01,7200.04,51140,50840,47426,51001,50866,47426,0.16,0.41,4633,4633,4633,4633,4633,4633,3472,3472,3472,3472,3472,3472,12528,12528,12528,12528,12528,12528
cvs16r128-89,3,7200.02,7200.01,7200.00,7200.01,7200.01,7200.01,46683,46659,58169,46659,46659,58150,0.15,0.41,4633,4633,4633,4633,4633,4633,3472,3472,3472,3472,3472,3472,12528,12528,12528,12528,12528,12528
cvs16r128-89,4,7200.00,7200.03,7200.01,7200.06,7200.02,7200.01,56161,55463,49405,55768,55660,49405,0.16,0.38,4633,4633,4633,4633,4633,4633,3472,3472,3472,3472,3472,3472,12528,12528,12528,12528,12528,12528
cvs16r128-89,5,7200.01,7200.00,7200.00,7200.00,7200.01,7200.01,42131,42012,41203,41863,41726,40925,0.14,0.31,4633,4633,4633,4633,4633,4633,3472,3472,3472,3472,3472,3472,12528,12528,12528,12528,12528,12528
dano3_3,1,86.09,85.66,80.66,81.23,81.34,81.04,1,1,3,3,3,3,0.00,0.03,3151,3151,3151,3151,3151,3151,13837,13837,13837,13837,13837,13837,78560,78560,78560,78560,78560,78560
dano3_3,2,125.53,125.16,147.30,146.88,147.38,146.79,1,1,3,3,3,3,0.00,0.05,3151,3151,3151,3151,3151,3151,13837,13837,13837,13837,13837,13837,78560,78560,78560,78560,78560,78560
dano3_3,3,152.28,153.31,122.94,121.93,123.02,122.28,5,5,3,3,3,3,0.00,0.02,3151,3151,3151,3151,3151,3151,13837,13837,13837,13837,13837,13837,78560,78560,78560,78560,78560,78560
dano3_3,4,114.61,116.07,144.60,144.59,145.82,145.92,1,1,1,1,1,1,0.00,0.03,3151,3151,3151,3151,3151,3151,13837,13837,13837,13837,13837,13837,78560,78560,78560,78560,78560,78560
dano3_3,5,84.51,84.30,90.49,90.60,90.94,91.24,1,1,3,3,3,3,0.01,0.05,3151,3151,3151,3151,3151,3151,13837,13837,13837,13837,13837,13837,78560,78560,78560,78560,78560,78560
dano3_5,1,487.21,482.06,455.07,450.52,460.25,452.50,162,162,109,109,109,109,0.00,0.03,3151,3151,3151,3151,3151,3151,13837,13837,13837,13837,13837,13837,78602,78602,78602,78602,78602,78602
dano3_5,2,445.58,443.32,461.65,458.59,457.92,456.88,101,101,76,76,76,76,0.00,0.06,3151,3151,3151,3151,3151,3151,13837,13837,13837,13837,13837,13837,78602,78602,78602,78602,78602,78602
dano3_5,3,490.97,504.87,476.66,479.95,474.24,474.30,143,143,80,80,80,80,0.00,0.06,3151,3151,3151,3151,3151,3151,13837,13837,13837,13837,13837,13837,78602,78602,78602,78602,78602,78602
dano3_5,4,398.01,407.17,416.62,417.91,414.87,416.55,73,73,66,66,66,66,0.00,0.05,3151,3151,3151,3151,3151,3151,13837,13837,13837,13837,13837,13837,78602,78602,78602,78602,78602,78602
dano3_5,5,486.65,495.03,469.37,468.95,471.58,470.04,112,112,69,69,69,69,0.01,0.06,3151,3151,3151,3151,3151,3151,13837,13837,13837,13837,13837,13837,78602,78602,78602,78602,78602,78602
decomp2,1,20.55,20.53,5.40,21.99,22.08,5.41,1,1,1,1,1,1,0.01,0.02,5304,5304,5304,5304,5304,5304,5637,5637,5637,5637,5637,5637,25277,25277,25277,25277,25277,25277
decomp2,2,11.94,12.05,9.78,11.93,11.89,9.81,1,1,1,1,1,1,0.01,0.04,5304,5304,5304,5304,5304,5304,5628,5628,5628,5628,5628,5628,25277,25277,25277,25277,25277,25277
decomp2,3,10.90,11.03,3.66,11.05,11.00,3.76,1,1,1,1,1,1,0.02,0.02,5304,5304,5304,5304,5304,5304,5646,5646,5646,5646,5646,5646,25277,25277,25277,25277,25277,25277
decomp2,4,4.05,4.10,2.70,4.04,4.09,2.70,1,1,1,1,1,1,0.01,0.02,5304,5304,5304,5304,5304,5304,5644,5644,5644,5644,5644,5644,25277,25277,25277,25277,25277,25277
decomp2,5,4.33,4.31,4.28,4.34,4.35,4.29,1,1,1,1,1,1,0.01,0.02,5304,5304,5304,5304,5304,5304,5645,5645,5645,5645,5645,5645,25277,25277,25277,25277,25277,25277
drayage-100-23,1,1.73,1.73,1.76,1.75,1.76,1.76,1,1,1,1,1,1,0.01,0.02,686,686,686,686,686,686,7716,7716,7716,7716,7716,7716,16853,16853,16853,16853,16853,16853
drayage-100-23,2,1.10,1.11,1.12,1.12,1.10,1.13,1,1,1,1,1,1,0.01,0.02,686,686,686,686,686,686,7716,7716,7716,7716,7716,7716,16853,16853,16853,16853,16853,16853
drayage-100-23,3,1.07,1.07,1.08,1.09,1.08,1.12,1,1,1,1,1,1,0.01,0.02,686,686,686,686,686,686,7716,7716,7716,7716,7716,7716,16853,16853,16853,16853,16853,16853
drayage-100-23,4,0.72,0.74,0.74,0.76,0.76,0.75,1,1,1,1,1,1,0.01,0.02,686,686,686,686,686,686,7716,7716,7716,7716,7716,7716,16853,16853,16853,16853,16853,16853
drayage-100-23,5,0.67,0.69,0.69,0.68,0.68,0.70,1,1,1,1,1,1,0.01,0.02,686,686,686,686,686,686,7716,7716,7716,7716,7716,7716,16853,16853,16853,16853,16853,16853
drayage-25-23,1,2.29,2.29,2.05,2.35,2.33,2.05,1,1,1,1,1,1,0.01,0.08,732,732,732,732,732,732,7745,7745,7745,7745,7745,7745,17051,17051,17051,17051,17051,17051
drayage-25-23,2,2.37,2.34,2.29,2.30,2.29,2.32,1,1,1,1,1,1,0.01,0.04,732,732,732,732,732,732,7745,7745,7745,7745,7745,7745,17051,17051,17051,17051,17051,17051
drayage-25-23,3,3.51,3.48,2.30,3.50,3.57,2.30,243,243,1,243,243,1,0.01,0.07,732,732,732,732,732,732,7745,7745,7745,7745,7745,7745,17051,17051,17051,17051,17051,17051
drayage-25-23,4,2.27,2.35,2.43,2.71,2.66,2.41,1,1,1,1,1,1,0.01,0.06,732,732,732,732,732,732,7745,7745,7745,7745,7745,7745,17051,17051,17051,17051,17051,17051
drayage-25-23,5,2.11,2.13,2.46,2.36,2.55,2.48,1,1,1,1,1,1,0.01,0.06,732,732,732,732,732,732,7745,7745,7745,7745,7745,7745,17051,17051,17051,17051,17051,17051
dws008-01,1,7200.03,7200.03,7200.05,7200.03,7200.02,7200.02,221762,220720,218228,208471,259380,196515,0.23,5.65,5231,5234,5231,5231,5231,5234,9830,9836,9830,9830,9830,9836,50253,50286,50253,50253,50253,50286
dws008-01,2,7200.00,7200.03,7200.02,7200.04,7200.01,7200.02,235368,248855,249938,205829,259076,213860,0.27,5.24,5236,5237,5236,5236,5236,5237,9825,9829,9825,9825,9825,9829,50237,50256,50237,50237,50237,50256
dws008-01,3,7200.05,7200.04,7200.02,7200.03,7200.03,7200.03,217173,216283,225098,190196,249218,209582,0.24,6.49,5234,5235,5234,5234,5234,5235,9845,9847,9845,9845,9845,9847,50332,50343,50332,50332,50332,50343
dws008-01,4,7200.03,7200.02,7200.02,7200.07,7200.02,7200.03,227064,288738,222528,203847,231794,232679,0.29,5.40,4817,4817,4810,4817,4810,4810,9095,9095,9076,9095,9076,9076,46141,46141,46047,46141,46047,46047
eil33-2,1,109.95,112.96,104.06,115.03,109.61,102.43,335,335,424,335,335,424,0.02,0.11,32,32,32,32,32,32,4516,4516,4516,4516,4516,4516,44243,44243,44243,44243,44243,44243
eil33-2,2,107.02,109.38,117.74,109.12,109.66,117.75,400,400,625,400,400,625,0.01,0.16,32,32,32,32,32,32,4516,4516,4516,4516,4516,4516,44243,44243,44243,44243,44243,44243
eil33-2,3,119.40,114.46,100.59,134.63,116.85,102.57,536,536,379,536,536,379,0.02,0.12,32,32,32,32,32,32,4516,4516,4516,4516,4516,4516,44243,44243,44243,44243,44243,44243
eil33-2,4,97.41,99.54,109.30,97.61,96.40,106.59,329,329,339,329,329,339,0.02,0.12,32,32,32,32,32,32,4516,4516,4516,4516,4516,4516,44243,44243,44243,44243,44243,44243
eil33-2,5,97.03,103.18,102.94,98.80,101.04,106.12,335,335,466,335,335,466,0.02,0.15,32,32,32,32,32,32,4516,4516,4516,4516,4516,4516,44243,44243,44243,44243,44243,44243
eilA101-2,1,7200.15,7294.85,7304.93,7200.06,7226.79,7258.10,5287,5359,5359,5271,5359,5359,0.55,0.58,100,100,100,100,100,100,65832,65832,65832,65832,65832,65832,959373,959373,959373,959373,959373,959373
eilA101-2,2,7207.69,7201.36,7201.20,7215.64,7200.05,7201.64,3729,3729,3729,3729,3978,3729,0.86,0.81,100,100,100,100,100,100,65832,65832,65832,65832,65832,65832,959373,959373,959373,959373,959373,959373
eilA101-2,3,5702.56,5904.48,5756.49,5664.00,5670.63,5680.77,4165,4165,4165,4165,4165,4165,0.41,0.24,100,100,100,100,100,100,65832,65832,65832,65832,65832,65832,959373,959373,959373,959373,959373,959373
eilA101-2,4,7200.29,7200.21,7200.32,7200.26,7200.18,7200.18,6004,5648,5813,5886,5920,5847,0.81,0.02,100,100,100,100,100,100,65832,65832,65832,65832,65832,65832,959373,959373,959373,959373,959373,959373
eilA101-2,5,7200.27,7200.20,7201.03,7200.26,7200.24,7200.12,5441,5204,4848,5349,4931,5328,0.76,0.01,100,100,100,100,100,100,65832,65832,65832,65832,65832,65832,959373,959373,959373,959373,959373,959373
enlight_hard,1,16.17,16.40,16.19,16.39,16.35,16.40,2610,2610,2610,2610,2610,2610,0.00,0.00,100,100,100,100,100,100,200,200,200,200,200,200,560,560,560,560,560,560
enlight_hard,2,14.37,14.63,14.48,14.55,14.50,14.57,2449,2449,2449,2449,2449,2449,0.00,0.00,100,100,100,100,100,100,200,200,200,200,200,200,560,560,560,560,560,560
enlight_hard,3,11.46,11.62,11.54,11.55,11.56,11.51,1475,1475,1475,1475,1475,1475,0.00,0.00,100,100,100,100,100,100,200,200,200,200,200,200,560,560,560,560,560,560
enlight_hard,4,31.48,31.19,31.52,31.79,31.63,31.75,7551,7551,7551,7551,7551,7551,0.00,0.00,100,100,100,100,100,100,200,200,200,200,200,200,560,560,560,560,560,560
enlight_hard,5,11.89,11.85,11.91,11.84,11.90,12.04,1384,1384,1384,1384,1384,1384,0.00,0.00,100,100,100,100,100,100,200,200,200,200,200,200,560,560,560,560,560,560
ex10,1,73.53,309.50,67.76,68.11,70.67,371.96,1,1,1,1,1,1,2.54,0.00,0,43735,0,0,0,43391,4,11001,4,4,4,10913,4,662508,4,4,4,656675
ex10,2,63.69,82.65,63.87,65.19,62.82,79.33,1,1,1,1,1,1,0.08,0.00,17,0,17,17,17,0,6,4,6,6,6,4,50,4,50,50,50,4
ex10,3,67.77,81.68,70.95,69.23,72.76,81.02,1,1,1,1,1,1,0.06,0.00,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4
ex10,4,71.82,80.76,74.89,78.94,74.60,83.66,1,1,1,1,1,1,0.06,0.00,0,19,0,0,0,19,4,6,4,4,4,6,4,46,4,4,4,46
ex10,5,67.02,85.23,81.32,72.51,74.44,89.93,1,1,1,1,1,1,0.09,0.00,0,10,0,0,0,10,4,6,4,4,4,6,4,28,4,4,4,28
ex9,1,3.19,9.75,3.08,3.09,3.09,10.48,0,1,0,0,0,1,0.03,0.00,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,4
ex9,2,4.02,13.02,3.99,3.96,3.97,12.20,0,1,0,0,0,1,0.03,0.00,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,4
ex9,3,3.50,8.50,3.56,3.63,3.59,8.11,1,1,1,1,1,1,0.03,0.00,14,12,14,14,14,12,6,6,6,6,6,6,37,33,37,37,37,33
ex9,4,3.42,8.33,3.36,3.53,3.14,8.02,0,1,0,0,0,1,0.03,0.00,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,4
ex9,5,3.61,7.95,3.68,3.86,3.98,8.25,0,0,0,0,0,0,0.03,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
